Level,Class,Name,School,Casting Time,Range,Duration,Components
8th Level,Wizard,Antimagic Field,Abjuration,1 Action,Self (10-foot radius sphere),"Concentration, up to 1 hour","V, S, M"
8th Level,Wizard,Antipathy/Sympathy,Enchantment,1 Hour,60 feet,10 Days,"V, S, M"
8th Level,Wizard,Clone,Necromancy,1 Hour,Touch,Instantaneous,"V, S, M"
8th Level,Wizard,Control Weather,Transmutation,10 Minutes,Self (5 mile radius),"Concentration, Up to 8 hours","V, S, M"
8th Level,Wizard,Dark Star,Evocation DG,1 Action,150 Feet,"Concentration, up to 1 minute","V, S, M"
8th Level,Wizard,Demiplane,Conjuration,1 Action,60 feet,1 Hour,S
8th Level,Wizard,Dominate Monster,Enchantment,1 Action,60 feet,"Concentration, up to 1 hour","V, S"
8th Level,Wizard,Feeblemind,Enchantment,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Wizard,Illusory Dragon,Illusion,1 Action,120 feet,"Concentration, up to 1 minute",S
8th Level,Wizard,Incendiary Cloud,Conjuration,1 Action,150 feet,"Concentration, up to 1 minute","V, S"
8th Level,Wizard,Maddening Darkness,Evocation,1 Action,150 feet,"Concentration, up to 10 minutes","V, M"
8th Level,Wizard,Maze,Conjuration,1 Action,60 feet,"Concentration, up to 10 minutes","V, S"
8th Level,Wizard,Mighty Fortress,Conjuration,1 Minute,1 mile,Instantaneous,"V, S, M"
8th Level,Wizard,Mind Blank,Abjuration,1 Action,Touch,24 hours,"V, S"
8th Level,Wizard,Power Word: Stun,Enchantment,1 Action,60 feet,Instantaneous,"V, S"
8th Level,Wizard,Reality Break,Conjuration DC,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
8th Level,Wizard,Sunburst,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Wizard,Telepathy,Evocation,1 Action,Unlimited,24 hours,"V, S, M"
9th Level,Bard,Foresight,Divination,1 Minute,Touch,8 hours,"V, S, M"
9th Level,Bard,Mass Polymorph,Transmutation,1 Action,120 feet,Concentration up to 1 hour,"V, S, M"
9th Level,Bard,Power Word: Heal,Evocation,1 Action,Touch,Instantaneous,"V, S"
9th Level,Bard,Power Word: Kill,Enchantment,1 Action,60 feet,Instantaneous,V
9th Level,Bard,Prismatic Wall,Abjuration,1 Action,60 feet,10 minutes,"V, S"
9th Level,Bard,Psychic Scream,Enchantment,1 Action,90 feet,Instantaneous,S
9th Level,Bard,True Polymorph,Transmutation,1 Action,30 feet,Concentration up to 1 hour,"V, S, M"
9th Level,Cleric,Astral Projection,Evocation,1 Hour,10 feet,Special,"V, S, M"
9th Level,Cleric,Gate,Conjuration,1 Action,60 feet,Concentration up to 1 minute,"V, S, M"
9th Level,Cleric,Mass Heal,Evocation,1 Action,60 feet,Instantaneous,"V, S"
9th Level,Cleric,Power Word: Heal,Evocation,1 Action,Touch,Instantaneous,"V, S"
9th Level,Cleric,True Resurrection,Necromancy,1 Hour,Touch,Instantaneous,"V, S, M"
9th Level,Druid,Foresight,Divination,1 Minute,Touch,8 hours,"V, S, M"
9th Level,Druid,Shapechange,Transmutation,1 Action,Self,Concentration up to 1 hour,"V, S, M"
9th Level,Druid,Storm of Vengeance,Conjuration,1 Action,Sight,Concentration up to 1 minute,"V, S"
9th Level,Druid,True Resurrection,Necromancy,1 Hour,Touch,Instantaneous,"V, S, M"
9th Level,Sorcerer,Blade of Disaster,Conjuration,1 Bonus Action,60 feet,Concentration up to 1 minute,"V, S"
9th Level,Sorcerer,Gate,Conjuration,1 Action,60 feet,Concentration up to 1 minute,"V, S, M"
9th Level,Sorcerer,Mass Polymorph,Transmutation,1 Action,120 feet,Concentration up to 1 hour,"V, S, M"
9th Level,Sorcerer,Meteor Swarm,Evocation,1 Action,1 mile,Instantaneous,"V, S"
9th Level,Sorcerer,Power Word: Kill,Enchantment,1 Action,60 feet,Instantaneous,V
9th Level,Sorcerer,Psychic Scream,Enchantment,1 Action,90 feet,Instantaneous,S
9th Level,Sorcerer,Time Stop,Transmutation,1 Action,Self,Instantaneous,V
9th Level,Sorcerer,Wish,Conjuration,1 Action,Self,Instantaneous,V
9th Level,Warlock,Astral Projection,Evocation,1 Hour,10 feet,Special,"V, S, M"
9th Level,Warlock,Blade of Disaster,Conjuration,1 Bonus Action,60 feet,Concentration up to 1 minute,"V, S"
9th Level,Warlock,Foresight,Divination,1 Minute,Touch,8 hours,"V, S, M"
9th Level,Warlock,Imprisonment,Abjuration,1 Minute,30 feet,Until dispelled,"V, S, M"
9th Level,Warlock,Power Word: Kill,Enchantment,1 Action,60 feet,Instantaneous,V
9th Level,Warlock,Psychic Scream,Enchantment,1 Action,90 feet,Instantaneous,S
9th Level,Warlock,Shapechange,Transmutation,1 Action,Self,Concentration up to 1 hour,"V, S, M"
9th Level,Warlock,True Polymorph,Transmutation,1 Action,30 feet,Concentration up to 1 hour,"V, S, M"
9th Level,Warlock,Weird,Illusion,1 Action,120 feet,Concentration up to 1 minute,"V, S"
9th Level,Wizard,Astral Projection,Evocation,1 Hour,10 feet,Special,"V, S, M"
9th Level,Wizard,Blade of Disaster,Conjuration,1 Bonus Action,60 feet,Concentration up to 1 minute,"V, S"
9th Level,Wizard,Foresight,Divination,1 Minute,Touch,8 hours,"V, S, M"
9th Level,Wizard,Gate,Conjuration,1 Action,60 feet,Concentration up to 1 minute,"V, S, M"
9th Level,Wizard,Imprisonment,Abjuration,1 Minute,30 feet,Until dispelled,"V, S, M"
9th Level,Wizard,Invulnerability,Abjuration,1 Action,Self,Concentration up to 10 minutes,"V, S, M"
9th Level,Wizard,Mass Polymorph,Transmutation,1 Action,120 feet,Concentration up to 1 hour,"V, S, M"
9th Level,Wizard,Meteor Swarm,Evocation,1 Action,1 mile,Instantaneous,"V, S"
9th Level,Wizard,Power Word: Kill,Enchantment,1 Action,60 feet,Instantaneous,V
9th Level,Wizard,Prismatic Wall,Abjuration,1 Action,60 feet,10 minutes,"V, S"
9th Level,Wizard,Psychic Scream,Enchantment,1 Action,90 feet,Instantaneous,S
9th Level,Wizard,Ravenous Void,Evocation DG,1 Action,"1,000 feet","Concentration, up to 1 minute","V, S, M"
9th Level,Wizard,Shapechange,Transmutation,1 Action,Self,Concentration up to 1 hour,"V, S, M"
9th Level,Wizard,Time Ravage,Necromancy DC,1 Action,90 feet,Instantaneous,"V, S, M"
9th Level,Wizard,Time Stop,Transmutation,1 Action,Self,Instantaneous,V
9th Level,Wizard,True Polymorph,Transmutation,1 Action,30 feet,Concentration up to 1 hour,"V, S, M"
9th Level,Wizard,Weird,Illusion,1 Action,120 feet,Concentration up to 1 minute,"V, S"
9th Level,Wizard,Wish,Conjuration,1 Action,Self,Instantaneous,V
