Background,Item,Description,Source
Courtier,Trait,I'm rude to people who lack my commitment to hard work and fair play.,Sword Coast Adventurer's Guide
Courtier,Trait,I like to talk at length about my profession.,Sword Coast Adventurer's Guide
Courtier,Trait,I don't part with my money easily and will haggle tirelessly to get the best deal possible.,Sword Coast Adventurer's Guide
Courtier,Trait,"I'm well known for my work, and I want to make sure everyone appreciates it. I'm always taken aback when people haven't heard of me.",Sword Coast Adventurer's Guide
Courtier,Ideal,Community. It is the duty of all civilized people to strengthen the bonds of community and the security of civilization. (Lawful),Sword Coast Adventurer's Guide
Courtier,Ideal,Generosity. My talents were given to me so that I could use them to benefit the world. (Good),Sword Coast Adventurer's Guide
Courtier,Ideal,Freedom. Everyone should be free to pursue his or her own livelihood. (Chaotic),Sword Coast Adventurer's Guide
Courtier,Ideal,Greed. I'm only in it for the money. (Evil),Sword Coast Adventurer's Guide
Courtier,Ideal,"People. I'm committed to the people I care about, not to ideals. (Neutral)",Sword Coast Adventurer's Guide
Courtier,Ideal,Aspiration. I work hard to be the best there is at my craft. (Any),Sword Coast Adventurer's Guide
Courtier,Bond,The workshop where I learned my trade is the most important place in the world to me.,Sword Coast Adventurer's Guide
Courtier,Bond,"I created a great work for someone, and then found them unworthy to receive it. I'm still looking for someone worthy.",Sword Coast Adventurer's Guide
Courtier,Bond,I owe my guild a great debt for forging me into the person I am today.,Sword Coast Adventurer's Guide
Courtier,Bond,I pursue wealth to secure someone's love.,Sword Coast Adventurer's Guide
Courtier,Bond,One day I will return to my guild and prove that I am the greatest artisan of them all.,Sword Coast Adventurer's Guide
Courtier,Bond,I will get revenge on the evil forces that destroyed my place of business and ruined my livelihood.,Sword Coast Adventurer's Guide
Courtier,Flaw,I'll do anything to get my hands on something rare or priceless.,Sword Coast Adventurer's Guide
Courtier,Flaw,I'm quick to assume that someone is trying to cheat me.,Sword Coast Adventurer's Guide
Courtier,Flaw,No one must ever learn that I once stole money from guild coffers.,Sword Coast Adventurer's Guide
Courtier,Flaw,I'm never satisfied with what I have-I always want more.,Sword Coast Adventurer's Guide
Courtier,Flaw,I would kill to acquire a noble title.,Sword Coast Adventurer's Guide
Courtier,Flaw,"I'm horribly jealous of anyone who can outshine my handiwork. Everywhere I go, I'm surrounded by rivals.",Sword Coast Adventurer's Guide
Faceless,Faceless Persona,A flamboyant spy or brigand,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,The incarnation of a nation or people,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,A scoundrel with a masked guise,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,A vengeful spirit,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,The manifestation of a deity or your faith,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,One whose beauty is greatly accented using makeup,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,An impersonation of another hero,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,The embodiment of a school of magic,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,A warrior with distinctive armor,Baldur's Gate - Descent into Avernus
Faceless,Faceless Persona,"A disguise with animalistic or monstrous characteristics, meant to inspire fear",Baldur's Gate - Descent into Avernus
Faceless,Trait,I'm earnest and uncommonly direct.,Baldur's Gate - Descent into Avernus
Faceless,Trait,I strive to have no personality—it's easier to forget what's hardly there.,Baldur's Gate - Descent into Avernus
Faceless,Trait,I treasure a memento of a person or instance that set me upon my path.,Baldur's Gate - Descent into Avernus
Faceless,Trait,I sleep just as much as I need to and on an unusual schedule.,Baldur's Gate - Descent into Avernus
Faceless,Trait,"I think far ahead, a detachedness often mistaken for daydreaming.",Baldur's Gate - Descent into Avernus
Faceless,Trait,I cultivate a single obscure hobby or study and eagerly discuss it at length.,Baldur's Gate - Descent into Avernus
Faceless,Trait,"I am ever learning how to be among others—when to stay quiet, when to laugh.",Baldur's Gate - Descent into Avernus
Faceless,Trait,I behave like an extreme opposite of my persona.,Baldur's Gate - Descent into Avernus
Faceless,Ideal,Justice. Place in society shouldn't determine one's access to what is right. (Good),Baldur's Gate - Descent into Avernus
Faceless,Ideal,Security. Doing what must be done can't bring the innocent to harm. (Lawful),Baldur's Gate - Descent into Avernus
Faceless,Ideal,Confusion. Deception is a weapon. Strike from where your foes won't expect. (Chaotic),Baldur's Gate - Descent into Avernus
Faceless,Ideal,"Infamy. My name will be a malediction, a curse that fulfills my will. (Evil)",Baldur's Gate - Descent into Avernus
Faceless,Ideal,"Incorruptibility. Be a symbol, and leave your flawed being behind. (Any)",Baldur's Gate - Descent into Avernus
Faceless,Ideal,"Anonymity. It's my deeds that should be remembered, not their instrument. (Any)",Baldur's Gate - Descent into Avernus
Faceless,Bond,I do everything for my family. My first thought is keeping them safe.,Baldur's Gate - Descent into Avernus
Faceless,Bond,"What I do, I do for the world. The people don't realize how much they need me.",Baldur's Gate - Descent into Avernus
Faceless,Bond,I've seen too many in need. I must not fail them as everyone else has.,Baldur's Gate - Descent into Avernus
Faceless,Bond,"I stand in opposition, lest the wicked go unopposed.",Baldur's Gate - Descent into Avernus
Faceless,Bond,"I am exceptional. I do this because no one else can, and no one can stop me.",Baldur's Gate - Descent into Avernus
Faceless,Bond,I do everything for those who were taken from me.,Baldur's Gate - Descent into Avernus
Faceless,Flaw,I an callous about death. It comes to us all eventually.,Baldur's Gate - Descent into Avernus
Faceless,Flaw,I never make eye contact or hold it unflinchingly.,Baldur's Gate - Descent into Avernus
Faceless,Flaw,I have no sense of humor. Laughing is uncomfortable and embarrassing.,Baldur's Gate - Descent into Avernus
Faceless,Flaw,"I overexert myself, sometimes needing to recuperate for a day or more.",Baldur's Gate - Descent into Avernus
Faceless,Flaw,"I think far ahead, a detachedness often mistaken for daydreaming.",Baldur's Gate - Descent into Avernus
Faceless,Flaw,I see morality entirely in black and white.,Baldur's Gate - Descent into Avernus
Faction Agent,Trait,"I idolize a particular hero of my faction, and constantly refer to that person's deeds and example.",Sword Coast Adventurer's Guide
Faction Agent,Trait,"I can find common ground between the fiercest enemies, empathizing with them and always working toward peace.",Sword Coast Adventurer's Guide
Faction Agent,Trait,"I see omens in every event and action. The gods try to speak to us, we just need to listen.",Sword Coast Adventurer's Guide
Faction Agent,Trait,Nothing can shake my optimistic attitude.,Sword Coast Adventurer's Guide
Faction Agent,Trait,I quote (or misquote) sacred texts and proverbs in almost every situation.,Sword Coast Adventurer's Guide
Faction Agent,Trait,I am tolerant (or intolerant) of other factions and respect (or condemn) the worship of other gods.,Sword Coast Adventurer's Guide
Faction Agent,Trait,"I've enjoyed fine food, drink, and high society among my temple's elite. Rough living grates on me.",Sword Coast Adventurer's Guide
Faction Agent,Trait,I've spent so long in the temple that I have little practical experience dealing with people in the outside world.,Sword Coast Adventurer's Guide
Faction Agent,Ideal,Tradition. The ancient traditions of worship and sacrifice must be preserved and upheld. (Lawful),Sword Coast Adventurer's Guide
Faction Agent,Ideal,"Charity. I always try to help those in need, no matter what the personal cost. (Good)",Sword Coast Adventurer's Guide
Faction Agent,Ideal,Change. We must help bring about the changes the gods are constantly working in the world. (Chaotic),Sword Coast Adventurer's Guide
Faction Agent,Ideal,Power. I hope to one day rise to the top of my faction's religious hierarchy. (Lawful),Sword Coast Adventurer's Guide
Faction Agent,Ideal,"Faith. I trust that my deity will guide my actions. I have faith that if I work hard, things will go well. (Lawful)",Sword Coast Adventurer's Guide
Faction Agent,Ideal,Aspiration. I seek to prove myself worthy of my god's favor by matching my actions against his or her teachings. (Any),Sword Coast Adventurer's Guide
Faction Agent,Bond,I would die to recover an ancient relic of my faction that was lost long ago.,Sword Coast Adventurer's Guide
Faction Agent,Bond,I will someday get revenge on the corrupt temple hierarchy who branded me a heretic.,Sword Coast Adventurer's Guide
Faction Agent,Bond,I owe my life to the priest who took me in when my parents died.,Sword Coast Adventurer's Guide
Faction Agent,Bond,Everything I do is for the common people.,Sword Coast Adventurer's Guide
Faction Agent,Bond,I will do anything to protect the temple where I served.,Sword Coast Adventurer's Guide
Faction Agent,Bond,I seek to preserve a sacred text that my enemies consider heretical and seek to destroy.,Sword Coast Adventurer's Guide
Faction Agent,Flaw,"I judge others harshly, and myself even more severely.",Sword Coast Adventurer's Guide
Faction Agent,Flaw,I put too much trust in those who wield power within my temple's hierarchy.,Sword Coast Adventurer's Guide
Faction Agent,Flaw,My piety sometimes leads me to blindly trust those that profess faith in my god.,Sword Coast Adventurer's Guide
Faction Agent,Flaw,I am inflexible in my thinking.,Sword Coast Adventurer's Guide
Faction Agent,Flaw,I am suspicious of strangers and expect the worst of them.,Sword Coast Adventurer's Guide
Faction Agent,Flaw,"Once I pick a goal, I become obsessed with it to the detriment of everything else in my life.",Sword Coast Adventurer's Guide
Far Traveler,Reason for coming,Emissary,Sword Coast Adventurer's Guide
Far Traveler,Reason for coming,Exile,Sword Coast Adventurer's Guide
Far Traveler,Reason for coming,Fugitive,Sword Coast Adventurer's Guide
Far Traveler,Reason for coming,Pilgrim,Sword Coast Adventurer's Guide
Far Traveler,Reason for coming,Sightseer,Sword Coast Adventurer's Guide
Far Traveler,Reason for coming,Wanderer,Sword Coast Adventurer's Guide
Far Traveler,Trait,"I have different assumptions from those around me concerning personal space, blithely invading others' space in innocence, or reacting to ignorant invasion of my own.",Sword Coast Adventurer's Guide
Far Traveler,Trait,"I have my own ideas about what is and is not food, and I find the eating habits of those around me fascinating, confusing, or revolting.",Sword Coast Adventurer's Guide
Far Traveler,Trait,I have a strong code of honor or sense of propriety that others don't comprehend.,Sword Coast Adventurer's Guide
Far Traveler,Trait,I express affection or contempt in ways that are unfamiliar to others.,Sword Coast Adventurer's Guide
Far Traveler,Trait,I honor my deities through practices that are foreign to this land.,Sword Coast Adventurer's Guide
Far Traveler,Trait,I begin or end my day with small traditional rituals that are unfamiliar to those around me.,Sword Coast Adventurer's Guide
Far Traveler,Ideal,Open. I have much to learn from the kindly folk I meet along my way. (Good),Sword Coast Adventurer's Guide
Far Traveler,Ideal,"Reserved. As someone new to these strange lands, I am cautious and respectful in my dealings. (Lawful)",Sword Coast Adventurer's Guide
Far Traveler,Ideal,"Adventure. I'm far from home, and everything is strange and wonderful! (Chaotic)",Sword Coast Adventurer's Guide
Far Traveler,Ideal,"Cunning. Though I may not know their ways, neither do they know mine, which can be to my advantage. (Evil)",Sword Coast Adventurer's Guide
Far Traveler,Ideal,"Inquisitive. Everything is new, but I have a thirst to learn. (Neutral)",Sword Coast Adventurer's Guide
Far Traveler,Ideal,"Suspicious. I must be careful, for I have no way of telling friend from foe here. (Any)",Sword Coast Adventurer's Guide
Far Traveler,Bond,"So long as I have this token from my homeland, I can face any adversity in this strange land.",Sword Coast Adventurer's Guide
Far Traveler,Bond,The gods of my people are a comfort to me so far from home.,Sword Coast Adventurer's Guide
Far Traveler,Bond,I hold no greater cause than my service to my people.,Sword Coast Adventurer's Guide
